,source,edge,target
3717,Oracle,integrates,8.6 theOracle Exadata
3718,approach,is,eventual ACID partitions
3719,model,describes,the
3720,data model,captures,logical data database
3721,models,used,storage
3722,same  object,assumes,one  cell
3723,storage,consists_of,same  size
3724,model,reflects,physical
3725,primary  memory,organized_as,memory cells
3726,device,organized_in,e.g.  unit
3727,entire cell history,consists_of,current  value
3728,new journal ii,read,the
3729,iv,commit,action
3730,storage log,contains,cell storage
3731,information,forms,data log
3732,log,provides,authoritative
3733,we,need,last  record
3734,action,records,previous data Figure
3735,larger cell storage,kept,write time cache
3736,storage,resides,nonvolatile  memory
3737,applications,support_online,online transaction transactions
3738,transfer,requires,one  another
3739,steps,fail_during,correctness
3740,ensure,be,correctness
3741,actions,means,regardless  order
3742,actions,guaranteed,one  another
3743,transactions,processed_in,which
3744,processing  system,supports,Section
3745,system,consists_of,directories
3746,directory,provides,files
3747,high performance systems,choose_among,three file system
3748,Advances,allow,networking  the
3749,two,connected_by,SAN
3750,additional cloud servers,offer_additional,nondisruptive storage configuration
3751,Moreover  storage,pooled,SAN
3752,pooling,requires_additional,centralized storage system
3753,node,have,Fibre Channel
3754,computational metadata that,serve,I  O
3755,rather application that,interact,database
3756,that,called,database
3757,that,controls,the
3758,DBMS,supports,dedicated database applications
3759,models,reflect,popular NoSQL period
3760,applications,demand,short application market
3761,same cloud applications,require_low,consistent  data
3762,NoSQL model,support,traditional query databases
3763,NoSQL,guarantees,single data item
3764,when  structure,require,relational
3765,types,emerged_in,few NoSQL years
3766,we,recognize_several,key value stores
3767,replicas,requires,one
3768,replicated consensus objects,contains,depth consensus algorithm
3769,system,uses,well system information
3770,System,uses,distributed  lock
3771,directories,used_as,locks
3772,system,based_on,simple  datamodel
3773,application developer,allows,application clients
3774,developer,exercise,data format
3775,when  operation,affects_more,than  one
3776,column which,identify,access control
3777,applications,add,row
3778,range,partitioned_into,load
3779,default,defined_by,microseconds
3780,key,consists_of,arbitrary family qualifier
3781,organization,shows,multidimensional email application
3782,system,consists_of,large tablet servers
3783,server,controls,table column creation
3784,second metadata which,stored_in,user tablets
3785,which,points_to,user tablets
3786,performance,reported_in,Table
3787,when  number,shows,finally  500
3788,when  number,increases_from,50
3789,Locking,prevents,linear speed system
3790,259 tablet clusters,reported,1 tablet servers
3791,12  clusters,use_more,500 tablet servers
3792,259  clusters,use,between  tablet
3793,BigTable,used_by,andWeb crawlers
3794,Google Earth,uses,two client data
3795,table,stored_on,70  data
3796,table,contains,some  70
3797,row,consists,data
3798,geographic  segments,stored_in,close  one
3799,very  it,contains,raw  image
3800,stage,relies,serving  phase
3801,organization,enables,of response second
3802,Analytics,provides_aggregate,such aWeb day
3803,time servers Web page,embed,servers Web information
3804,data,collected_in,200 end user session
3805,table,contains,predefined  Website
3806,privacy,refers_to,personal  others
3807,nations,view,human  right
3808,12 Human one,states,arbitrary family honor
3809,one,subjected_to_arbitrary,arbitrary Declaration privacy
3810,Everyone,has,such  interference
3811,Constitution,contains,express
3812,concern,guaranteed_by,specific Data Protection Act
3813,Court,developed_many,many Human privacy
3814,same  right,limited_by,laws
3815,taxation laws,require,personal  income
3816,privacy,conflict_with_other,freedom  speech
3817,laws,differ_from,country
3818,laws,require_public,other  countries
3819,new  threats,confronted,significant  privacy
3820,personal  information,shared,example
3821,countries,have,digital European age
3822,right,codified_as,proposed data protection EU
3823,new  data,targets,unencrypted  CSP
3824,where  privacy,has,unencrypted  form
3825,personal  information,present,special  risk
3826,owner,rely,exclusively  data
3827,two  you,collect,us
3828,we,get_from,services
3829,use,share_personal,applicable  law
3830,we,have,good  faith
3831,We,share_aggregated,publicly  publishers
3832,we,share,general  services
3833,centric data control,refers_to,cloud usage
3834,user,loses,exact  location
3835,user,loses,data
3836,old  emails,has,servers
3837,CSP,obtain,targeted  advertising
3838,provisioning,refers_to,threats
3839,that,collect_personal,personal  identifying
3840,other  entities,disclose,site
3841,information,required,e.g.  transaction
3842,choice,encompass,other  entities
3843,reasonable aWeb site,required,reasonable  inaccuracies
3844,sites,required,reasonable information consumers
3845,implementation,recognizes,technological  developments
3846,implementation,vary,practices
3847,legislation,recommends,general  terms
3848,legislation,phrased_in_general,general  terms
3849,Thus  definitions,set,fair information practices
3850,different  countries,were,PIA reports
3851,different  countries,require,PIA
3852,assessment,forces,proactive  privacy
3853,based  service,proposed_in,345
3854,inputs,includes,project documents
3855,tool,produce,PIA findings
3856,users,fill,PIA questionnaire
3857,system,uses,necessary PIA report
3858,generate,necessary,additional  questions
3859,rules,infers,highest  priority
3860,it,believe,proper cloud computing
3861,also  cloud,is,cyber scale infrastructure
3862,nefarious  use,can,cloud resources
3863,paper,identifies,third party data control
3864,large user that,amplified_due,cloud  resources
3865,threats,begin_at,user site
3866,user,protect,cloud
3867,threat,related_to,authentication  process
3868,procedures,extend_to,one  enterprise
3869,individuals,assigned_distinct,distinct individuals organization
3870,traditional  types,see,already cloud service providers
3871,traditional  types,affected,already cloud service
3872,multiple Cloud applications,distributed,malicious attack users
3873,applications,run_under,VM.Multitenency
3874,where  resources,extended_to,write storage media
3875,catastrophic power events,shut,extended cloud time
3876,large business model,prevent,data
3877,model,depends_on,data
3878,Clouds,affected_by,complex phase transition Chapter
3879,application,return_correct,cloud
3880,control,generates,transparency
3881,third  level,subcontract,trust
3882,when  subcontractors,are,customer data
3883,loss,caused_by_poor,poor quality storage devices
3884,cloud provider espionage,poses,real
3885,terms,place,usually data user
3886,agreement,help,agreement We
3887,release,identifies,top cloud computing
3888,IaaS delivery model,affected_by,threats
3889,shared  SaaS,affected,abuse
3890,abuse,refers_to,multiple DDoS spam
3891,technology,considers,multitenant  virtualization
3892,guest operating system,have,virtual  machines
3893,thus  risks,ignored,malicious  insiders
3894,only  copy,stored,data
3895,when cloud data replication,lost,storage media failure
3896,some,includes_proprietary,data
3897,access,have,severe  consequences
3898,unknown risk profile,refers_to,cloud computing
3899,version,provides,inherent cloud computing
3900,attempt,presented_in,cloud computing 147
3901,user,attacked_from,two  cloud
3902,service,attacked_from,user
3903,few,originated,possible  attack
3904,who,attacked_by,cloud control system
3905,infrastructure,targeted_by,excessive  resources
3906,then  trust,discuss,online  activities
3907,complex  Trust,enables_cooperative,effective transaction crisis
3908,when dissolution trust,goes_though,three  phases
3909,costly  penalties,based_on,opportunistic  behavior
3910,relational  trust,develop_based,accumulated  other
3911,single  violation,lead_to_irreparable,irreparable  damage
3912,entity,may,hard  trust
3913,trust,obscures,traditional  trust
3914,Internet,offers,conceal individuals identities
3915,anonymity,reduces,normally  trust
3916,us,allows,past  entity
3917,us,base,trust
3918,accountability,causes,identity
3919,identity,associated_with,accountability
3920,opacity,extends,personal  characteristics
3921,we,understand,fully  the
3922,we,need,access identity
3923,mechanisms,designed,access intruders
3924,relationship,requires,biometric  identification
3925,relationship,checked,virtual  agent
3926,signatures,used_for,digital  identification
3927,Surveillance,based_on,intrusion detection
3928,option,based_on_real,offline audit records
3929,Credentials,issued_by,trusted  credential
3930,Doctor,hanging,Dental Surgery diploma
3931,when  some,reveal,conditions
3932,Policies,require,credentials
3933,Recommendations,based_on,trust trust
3934,assurance,leads,based  component
3935,discussion,found_in,semantic computer 26
3936,multiple radio transmitters,discuss,free communication channels
3937,11.11  we,present,based trust management service
3938,cloud who,report,sensitive  information
3939,cloud who,stored,sensitive  information
3940,Users,operate,corporate  firewall
3941,cloud service users,have,economical utility computing
3942,when  users,argue,security
3943,extended  Data,kept_in,short  time
3944,Data,exposed_to,threats
3945,close  attention,paid,storage transit
3946,threats,can,processing
3947,such  threats,originate_from,rogue Section
3948,this,justifies,insider attacks
3949,concerns,regard,life data
3950,CSPs,exacerbated,accidental data loss
3951,backups,done_without,consent
3952,Today interoperability we,are,Section
3953,questions,have_satisfactory,satisfactory  time
3954,when  service,done,CSP
3955,How  we,access,needed  blackout
3956,CSP,raises,drastically  CSP
3957,optimization,generate_additional,additional security threats
3958,when  action,determine,present
3959,multitenancy,is,many user concerns
3960,Nevertheless  multitenancy,enables,lower server costs
3961,utility users,have,multitenancy
3962,threats,differ,one cloud delivery another
3963,large  number,affected,users
3964,already multitenancy threats,mentioned,processing time
3965,multitenancy threats,can,processing time
3966,so  users,have,legitimate users rights
3967,data centers,located,CSP
3968,laws,the,which
3969,CSP,outsource,personal  information
3970,Finally  CSP,required_by,private law enforcement agencies
3971,cloud  users,examine,security CSP
3972,cloud  users,can,what
3973,security CSP,evaluate,policies
3974,that,analyze,cloud
3975,where  information,specify,geographical  regions
3976,user,try,sensitive  cloud
3977,data users,carries,firewall
3978,when cloud processing workflow,requires,cloud
3979,When  volume,requires_sensitive,sensitive processing sensitive
3980,encryption,poses,data
3981,hence  it,is_possible,two party computations
3982,system,allows_multiple,subject hardware policies
3983,attacks,target,personal user computers
3984,this,occur_via,malicious Web site
3985,where security definition,considered,tightly policy administrator
3986,how  OS,controls,the
3987,last,defines,cryptographic  data
3988,last,specifies,cryptographic
3989,OS,confine,unique security domain
3990,special  that,called_trusted,related  functions
3991,applications,allowed,lowest privileges functions
3992,mechanisms,place,individual  users
3993,mandatory  policy,change,only system administrator
3994,such  systems,distinguish_between,privileged security domain
3995,such Windows program,allow,regardless  program
3996,malicious  software,impersonate,trusted  software
3997,such login servers,provide,servers clients
3998,solution,is,defined  roles
3999,access control mechanism,consist,application components
4000,enforcer,gather,together policy decision
4001,Finally  information,carry,decider
4002,mechanism,required,authorized policy rules
4003,path,required,also decider agent
4004,cryptography which,proposed,cryptographic invocation mechanism
4005,Manager,uses,unauthorized type safety sandbox
4006,Java Virtual Machine,accepts,byte code
4007,moreover  code,protect,other  applications
4008,good  security,relies_on,Java class code
4009,approach,fail_due,all security model
4010,keys,embedded_cryptographic,remote  systems
4011,that,allow,keys
4012,that,requires,digital
4013,commodity operating systems,conclude,low  assurance
4014,commodity operating systems,offer_low,low
4015,OS,isolates,one  another
4016,physical  platform,affected,application
4017,level,reduced_to,vulnerable security platform
4018,systems,provide,trusted  users
4019,shortcomings,add_to,computing  environment
4020,financial  application,can,example
4021,human  user,distinguish,malicious service service
4022,when  computer,isolated_in,room
4023,wide  computers,opened,one
4024,various  embodiments,migrate,all  globe
4025,new  society,takes,increasingly information infrastructure
4026,critical  infrastructure,attacked_by,computer security
4027,Malware,targets_industrial,industrial control software
4028,Recently term cyberwarfare,entered,nation damage
4029,3.10  we,identified,Section
4030,9.1  we,elaborate_on,topic
4031,Some,shared_with_other,network  content
4032,how life technology,are_many,on life technology
4033,concerns,represent,acceptance
4034,especially value proposition,fade,time
4035,moving,accepted_by,internal IT community
4036,moving,liberates,technical computer security
4037,rather  outsourcing,seems,security  concerns
4038,outsourcing,generates_major,new  security
4039,cloud computer who,provide_adequate,often  users
4040,pool,dispersed_over_several,several cloud service countries
4041,information,cross_national,freely  national
4042,where data centers,is,cloud computing providers
4043,thus  we,analyze,models
4044,where system VM VMM,restricted_to,hardware
4045,services,provided_by,typically  Figure
4046,security,affected,entire  system
4047,VM technology,provides,virtual  machines
4048,Indeed  VMM,controls,thus memory isolation
4049,VMM,sees,raw operating system
4050,security services,operate_at,logical  level
4051,VMM,has,same  hardware
4052,state,saved,virtual  VMM
4053,cloned  replication,support,cloned  system
4054,We,clone,dangerous running applications
4055,such  files,have,cryptographic  keys
4056,thus  we,expect,better  virtualization
4057,such host operating VMM,includes,privileged  operations
4058,virtual  system,requires_more,such CPU cycles
4059,VMM,means,guest VMs
4060,VMM,has,the
4061,VMM,means,privileged  guest
4062,paper,discusses,such intrusion prevention SVFS
4063,Terra,uses,virtual partition machines
4064,group,identified,based theNIST threats
4065,users,create_insecure,existing  VMs
4066,Sections,discuss_in,various  virtualization
4067,virtual machine monitor,hear,considerably operating system
4068,virtualization,enhances,virtual machine monitor
4069,traditional system.14 Ahypervisor,has,traditional operating system
4070,hypervisormust,rely_on_amanagement,amanagement VMto storage devices
4071,security risks,conclude,virtual  environment
4072,We,have,sweeping  statements
4073,trusted computer base,includes,only cloud computing hypervisor
4074,OS,supports_administrative,administrative  tools
4075,TCB,includes,called management operating Figure
4076,vulnerabilities,introduced_by,software components
4077,11  attacks,attributed_to,denial guest service
4078,new  that,play_several,denial  service
4079,third  party,modify,new  VM
4080,new  VM,refuse,foreign  memory
4081,us,turn,now  attention
4082,that,exposes,abstract guest operating systems
4083,two,communicate_via,shared  Section
4084,original  service,sends,data
4085,run time communication,have,Dom0
4086,entire  state,guarantee,Section
4087,Dom0,extract_cryptographic,significant  security
4088,entire  state,maintained,system
4089,VM,deny,critical  system
4090,also  This,gain,additional  Dom0
4091,foreign  DomU,prohibited_from,Dom0
4092,DomU,initiates,procedure
4093,Dom0,provided_with,virtual CPU registers
4094,affected virtualization that,monitored_by,based  215
4095,only guest application,ensured,data
4096,Thus guest software,have,sensitive network user
4097,We,need,secure run time system
4098,that,implement,wewant
4099,that,allowed,virtual  registers
4100,hypercalls,restricted,specific  time
4101,hypercalls,prohibited,IOMMU19
4102,virtual  We,restrict,critical  hypercalls
4103,We,check,DomU
4104,contents,encrypted,virtual CPU registers
4105,Dom0,encrypted,encrypted  VM
4106,memory pages,calculate,Dom0
4107,restored  DomU,allocated,different memory region
4108,increased  level,leads_to,increased  overhead
4109,Measurements,reported_in,to domain build time
4110,1.7,restore,time
4111,TVMM,support,open box platforms
4112,VM abstraction,does,closed box platform
4113,contents,manipulated,system
4114,application,allowed,application needs
4115,Applications,run,only voting application
4116,such OS applications,need,commodity operating system
4117,path,allows,human  user
4118,same  VM,allows,human  user
4119,VM,selected_by,platform owner
4120,guest that,formulates,I VMs CPU
4121,guest that,access_to,guest VMs
4122,VMs,expose,virtual network devices
4123,TVMM,runs_at,highest privilege level
4124,TVMM,provides,closed box platform
4125,challenge,comes_from,different  platform
4126,many,written,new hardware features
4127,thus operating components,pose,highest security risks
4128,drivers,limited_by_different,different hardware protection mechanisms
4129,devices,use_different,such hardware kernel
4130,privileged  access,assumes,only system administrators
4131,privileged  access,granted,system
4132,also  administrators,assumes,financial  user
4133,administrators,have,financial
4134,that,come_from,same guest guest
4135,Xoar,based_on,microkernel20 design principles
4136,explicit  guests,makes,guests needs
4137,designers,allows,critical  components
4138,designers,reduce,permanent  footprint
4139,component,have,only component function
4140,component,reduce,attacker
4141,when time component,eliminate,meaningful time window
4142,principles,aim,based TCB system
4143,Inevitably  strategy,has,performance
4144,implementation,attempted,minimum
4145,longer  system,shows,booting
4146,modules,needed,booting
4147,5.8  we,saw,Section
4148,ToolStack,used_for,only management request
4149,system,has,permanent self Figure
4150,State,maintains,system
4151,Components,used,system
4152,components,discover,then PCI system
4153,Components,restarted_on,request
4154,Builder,requests,new user request
4155,Components,restarted_on,timer
4156,very  Builder,destroyed,"13,000  code"
4157,XenStore,broken_into,two  components
4158,checks,done_by,small XenStore State
4159,machines,share,only XenStore Figure
4160,VMs,specify,VMs
4161,action,recorded_in,secure append channel
4162,virtual  machine,means,good  state
4163,Xoar,uses,snapshots
4164,immediately snapshots snapshots,taken,other  services
4165,Snapshots,implemented,copy  page
4166,Alliance,aims,cloud security standards incubator
4167,reports,are,available Web site
4168,original  report,published,2009
4169,reports,followed,"97,98"
4170,that,paper_on,similar  conclusions
4171,paper,presents,services life cycle
4172,issues,vary_depending,cloud 273
4173,book,gives,comprehensive cloud security
4174,Privacy,discussed_in,available European ec.europa.eu/justice/policies/privacy
4175,paper,analyzes,current risk cloud
4176,collaborations,discussed_in,51
4177,paper,presents,untrusted management OS
4178,impact,analyzed_in,cloud 118
4179,scheme,presented_in,182
4180,study,found_at,virtualized security taviso.decsystem.org/virtsec.pdf
4181,approach,presented_in,cloud 384
4182,aspects,covered_in,152
4183,5.1  we,praised,virtualization
4184,We,discussed,virtual  machines
4185,we,take,closer  virtualization
4186,complete  state,captured,virtual operating machine
4187,state,saved_in,file
4188,user,selects,then  image
4189,system,replicated,hot system failure
4190,when resource management load,moved_to,high water mark
4191,when  load,exceeds,high  water
4192,power load,moved_to_other,other  servers
4193,then  servers,turned,standby  mode
4194,virtual  clone,look_for,known system intrusion
4195,multitude,allows,physical OS systems
4196,serious  implications,argued,system security
4197,serious  implications,can,system security
4198,297  who,revisited_in,similar  conclusions
4199,diminished track systems number,leads_to,physical  cost
4200,number,is,physical  organization
4201,Traditionally  organizations,install,same system software
4202,such  homogeneity,can,virtual  environment
4203,heterogeneity,tax,support team
4204,one,related_to,critical software life cycle
4205,straight patch management,is,forward  progress
4206,different  patches,created,instances
4207,then  one,can,instances
4208,serious  we,has,serious  security
4209,us,concentrate,now  our
4210,infection,expect,virtual computer environment
4211,later  measures,wake,other  systems
4212,infection,repeat,scenario
4213,infected  systems,quarantined,nonvirtual  environments
4214,next  episode,behave,infection
4215,some,brought,undesirable  behavior
4216,state,reached_by,latest system systems
4217,virtual  environment,reach,steady  state
4218,when  virus,compromised,removable  media
4219,infected  laptop,connected_to,firewall
4220,virtual  system,reach,steady  state
4221,This,opens_wide,new  attacker
4222,situations,discussed_in,132
4223,one time passwords,transmitted_in,clear
4224,system,runs,S KEY password
4225,attacker,replay,sniffed  passwords
4226,situation,related_to,cryptographic  protocols
4227,random  number,occurs,back  which
4228,use,affected_by,random rollback scenario
4229,door,left_open,TCP hijacking
4230,effect,affects,virtual  trust
4231,system,has,unique  physical
4232,infected  system,guarantees,then network access
4233,when  VMs,breaks,virtual  systems
4234,random MAC address,assigned_to,new  VM
4235,effect,discussed_at,length
4236,sensitive  data,undermines,minimum
4237,sensitive  data,reduced,system
4238,First  owner,has,very  limited
4239,it,spread_across_many,many  servers
4240,back  VMM,records,VM
4241,sensitive  owner,allows,sensitive  data
4242,many  users,ignore,other  concern
4243,user,has,EC2 service
4244,We,start_from,file S3
4245,when loopback data,used_for,blocks
4246,creator,use,second
4247,user,has,firewall Section
4248,22 Remote Desktop,accessed,3389  Windows
4249,Remote Desktop,used,port
4250,Many,allowed,standard  tools
4251,Security which,shared_with,promptly AWS users
4252,details,found_in,testing 38
4253,Here  we,discuss,only  results
4254,audit,covered,software vulnerabilities
4255,most malware targetsWindows,audited,Windows
4256,strategy,explain,start time AMIs
4257,58 Linux audited,revealed,critical  vulnerabilities
4258,Nessus,classifies,four vulnerabilities levels
4259,audit,reported,highest severity level
4260,types,analyzed,security risks
4261,passwords,cases_in,which
4262,user,provide,public ssh key
4263,key,stored_in,home directory
4264,malicious  who,opens,remotely  AMI
4265,based  authentication,opened,own  password
4266,authentication,remove,malicious  user
4267,wider  one,opened,such John www.openwall.com/john
4268,one,extract,password hashes
4269,when  image,posed_by,cloud init script
4270,script,regenerates,host
4271,public  part,used,server
4272,systems,become_vulnerable,middle11  attacks
4273,attacker,use,NMap AMI NMap
4274,authors,reports,"2,100  procedure"
4275,connections,pose,serious  system
4276,outside  entity,allow,var Linux system
4277,modified syslog which,detected,incoming aWeb server
4278,Malware,identified,available malware www.clamav.net
4279,AMIs,infectedwindows,second Trojan Agent
4280,trojan,carries,keylogging
4281,AMI,included,also  tool
4282,creator,assumes,shared  privacy
4283,private  keys,shell,browser history
4284,files,recovered_from,published  images
4285,AWS API that,recover,AWS API keys
4286,cloud computing charges,start,API key
4287,majority,determined,ssh 56
4288,Recovery,requires,same IP lastlog
4289,audit,found,lastb AMIs databases
4290,Firefox browser auditor,contained,user
4291,auditor,identify,the
4292,612  AMIs,contained,one shell history file
4293,audit,analyzed,74 identification credentials
4294,GET requests,stored,aWeb site
4295,Passwords,exploited_by,such GET logs
4296,malicious  agent,are,own  system
4297,Recovery,poses,sensitive  image
4298,When  sectors,containing_sensitive,sensitive
4299,actually  recovery,overwritten_by,sensitive  information
4300,creator,use,next image impossible
4301,such  blocks,contain,deleted  files
4302,theAMIs,using,exundelete
4303,users,conclude,fully image sharing
4304,abstractions,drive,physical  reality
4305,physical transport properties,forget,such  systems
4306,we,distinguish,such scripting languages
4307,interpreter,recognize,next  action
4308,when  we,design,an
4309,Information,has,physical  support
4310,one,acts_on,physical  system
4311,we,encode,electromagnetic  waves
4312,we,have,electromagnetic communication media
4313,free communication we,want,detecting error rate
4314,delicate  that,have,physical  systems
4315,balance,shifted_in_recent,cyberphysical  systems
4316,systems,allow,same systems systems environment
4317,dimension,related_to,operational  environment
4318,precisely  who,captures,system
4319,design,consider,only  technological
4320,complex  we,topic_of,next system section
4321,chapter,emphasizes,computing  systems
4322,physical principles principles,exhibit_different,environment
4323,thinking,has,rather ab initio afterthought
4324,we,add,the
4325,estimate,puts,January
4326,number,expected,early 2.4 2013
4327,desirable  properties,migrate_from,system
4328,desirable  properties,are,system
4329,number,estimated,human  brain
4330,Indeed  behavior,explained_without_precise,precise behavior components
4331,solar  system,make,gravitational  planets
4332,we,undertaken,physical  us
4333,Sometimes  we,forced,better  systems
4334,other interaction that,aim,failure
4335,certain  gain,suffered,case
4336,when  device,gripped_in,certain  way
4337,gain,was,case
4338,effect,foreseen,retrospect
4339,Discovery,required_for,physical building knowledge
4340,we,increase,number components
4341,solution,exists,computing  systems
4342,7.10we  systems,showed,desirable  property
4343,free  this,have,free  networks
4344,degrees,enjoy,power law
4345,vast  majority,have,one
4346,Thus  scalability,assured,large scale principle
4347,unfortunately system dimension,ignored,important system complexity
4348,complexity,increases_with,interaction capabilities
4349,Indeed simulation program,has,well  components
4350,help,decrease,the
4351,multiple  components,share,multiple  same
4352,irregularities,have,opposite  effect
4353,length,captured_by,Kolmogorov Section
4354,Symmetry,imply,computing  homogeneity
4355,distributed computing systems,cited,hardware  reasons
4356,we,the,versatility
4357,we,add_new,new  features
4358,we,increase,system
4359,where effort routers,designed_as,freely  packets
4360,retransmission,when,discarded  packets
4361,changes,increased,Internet
4362,when time we,saw_in,real time constraints
4363,management,increases,cloud resources
4364,real time we,attempt,real time constraints
4365,Nature,creates_complex,simple  components
4366,acids,incorporated_into,genetic  code
4367,several  each,made_from_several,submodules
4368,natural  we,has_natural,solid state devices
4369,components complexity,increases,also  Section
4370,physical  phenomena,reached,individual components changes
4371,physical  phenomena,affect,system
4372,modern fabrication facilities,discusses,consistent  properties
4373,modern fabrication facilities,produce,chips
4374,constantly  components,increasing,defective  chips
4375,lack,attributed_to,physical state chip
4376,problem,identified_by,Technology Semiconductors
4377,range,widening,threshold transistor
4378,transistors,have,threshold zero
4379,Thus  transistors,operate_as,switches
4380,range,becomes,14 nm technology
4381,accumulation,limit,other analog system
4382,systems,have,distant  bounds
4383,composability,limited_by_physical,physical  laws
4384,cloud,composed_of,large  servers
4385,processor,made,multiple  cores
4386,that,pushes,composability bounds
4387,that,break,one  scale
4388,e.g.  laws,replaced_at_atomic,atomic quantum mechanics
4389,that,scale,small  components
4390,many computer clusters,have,front
4391,new nerve algorithms,has_multiple,centers
4392,that,extended,single  system
4393,previous  entities,collaborate_with,one
4394,this,requires,communication
4395,fail stop,revealed,scale  73
4396,large scale that,occur_with,overall system availability
4397,Scaling,has_other,just  components
4398,space,plays,important
4399,when component systems,clustered,small  area
4400,1.6 data centers,distributed,cloud provider
4401,type,introduced_in,computational data Section
4402,service,means,critical  infrastructure
4403,service,used_by,large  population
4404,societal  scaling,is,system Internet
4405,societal  scaling,affects,system complexity
4406,same  popularity,demands_simple,simple  infrastructure
4407,intricate  who,increases_due,little  technology
4408,users,understand,wireless security communication
4409,Modularity,represent,system
4410,Modularity,used,electronic steam airplanes
4411,power train,includes,engine assembly
4412,Modularity,reduce,manufacturers
4413,defective  consumer,used_by,entire  product
4414,individual  modules,encourages,particular  field
4415,also  module,supports,better  system
4416,Spartan Constitution,described,social  system
4417,that,surrounded_by,organizations
4418,such  actions,have,social  system
4419,defined communication patterns,demands,layering
4420,layer,fulfills,well  defined
4421,layer,expected,adjacent  layers
4422,clearly communication it,reduces,complexity behavior
4423,large  programs,split_into,defined  functionality
4424,Modules,grouped,other  libraries
4425,that,helps,optimal design decisions
4426,that,define,clear  layers
4427,that,address,concern
4428,it,recognized,case
4429,thus  we,need,physical  layer
4430,Next  we,decided,that
4431,so  we,had,network layer
4432,how source information,recognized,network
4433,we,want,information
4434,thus  we,needed,application layer
4435,Layering,prevent,some
4436,wireless  applications,allow_wireless,Access Control data link layer
4437,layering,shows,basic protocol stack
4438,layering,gives,insight
4439,cloud  that,could,future computing clouds
4440,too  we,argue,better cloud infrastructure
4441,we,need,one  another
4442,other  it,are_other,individual  modules
4443,operating that,system,privileged processor operations
4444,management,interacts_with,other  subsystems
4445,layered  organization,seems_unlikely,case
4446,when  components,classified_as_monolithic,limited supervising interactions
4447,when  components,work_in,concert
4448,analysis,appeared_in,defining  1998
4449,system,has,important  attributes
4450,components,enjoy_managerial,managerial  independence
4451,others,evolves_in,continually  time
4452,other system system,has,emergent  behavior
4453,thus  components,distributed_over,large  area
4454,control,distinguishes_several,several  systems
4455,system,has,central
4456,systems,operate,common  goal
4457,individual  components,operate,which
4458,such component systems,collaborate,agreed  rules
4459,virtual  systems,have,central systems operations
4460,naming conventions,may,documents
4461,textbook,devotes,first system complexity
4462,existing  systems,is,largely  topic
4463,other  factors,limit_in,practice
4464,mean  time,becomes_smaller,entire  system
4465,so components the,does,components increases
4466,us,allows,complex system structures
4467,us,develop_individual,individual system components
4468,Inmany,instances,the
4469,number,limited_by,solid state heat
4470,finite  speed,expose,new  limit
4471,finite  speed,expose,new
4472,systems,have,unique
4473,us,pushed,physical  hardware
4474,us,overcome,physical
4475,multiprocessor processor,allows,multiple  cores
4476,us,build,multiprocessor
4477,multiple  clusters,interconnected,next computer software
4478,abstract system concepts,lend,computing design systems
4479,well system design,understood,physics
4480,system design,obey,the
4481,that,controlled_by,multiple  scales
4482,Systems,have,predefined  bottom
4483,that,have_unwanted,unwanted  level
4484,Systems,entangled_with,Systems environment
4485,selection,result_in,unintended  consequences
4486,Systems,expected,individual  systems
4487,computing  systems,deployed,same  time
4488,number,contribute_to,computing  Figure
4489,which,demands,turn
4490,one,have,side effects
4491,communication,creates_new,complex security software
4492,we,continue,computing communication systems
4493,factors,require,new systems integration
4494,questions,preoccupied,millennia
4495,Greek  philosopher,stated,that
4496,Greek philosopher Plato,introduced,total  knowledge
4497,172  this,exists,complex  systems
4498,172  this,exists,axioms
4499,we,turn_for,heat system energy
4500,Thermodynamics,defines,such  systems
4501,thus Shannon states,reflect_to,complexity
4502,pure  states,log,mixed  state
4503,complexity,reflects,certain  abstraction
4504,scale,plays,predictive  efficiency
4505,time,becomes,equilibrium
4506,patterns,vary,such  gases
4507,that,use,system
4508,This,reflect,also  states
4509,generally  we,has,exact  ones
4510,generally  we,use_approximate,approximate
4511,[  emergence,argues,long  history
4512,emergence,requires,long
4513,we,need,physical  history
4514,many  steps,reflects,efficient  process
4515,long  system,remains_in,equilibrium
4516,rate,reflect,communication system
4517,Yet galaxy formation,occurs_at,light  years
4518,time,measured,hurricane formation
4519,Complexity,related_to,important  system
4520,question,addressed_by,independently  328
4521,application,discussed_in,computational Kolmogorov 229
4522,universal computer V,defined,string respect
4523,roots,traced,back  wisdom
4524,what,means,351
4525,what,translates,fewer
4526,Emergence,lacks,widely  definition
4527,generally  that,understood_as,individual system components
4528,complex  emergence,argue,far  matter
4529,simple  emergence,occurs_in,systems
4530,complex  emergence,occurs,far  matter
4531,that,manifest,microscopic  scales
4532,laws,viewed_as,large quantum objects
4533,Jones Industrial Average,dropped,which
4534,independently trading that,attributed_to,independently trading organizations
4535,actions,motivated_by,self interest
4536,dynamic  coalitions,points,individual trading systems
4537,dynamic  coalitions,pose_serious,financial  activities
4538,failures,attributed,Northeastern U.S. 2003
4539,few  cause,identified_due,independent  systems
4540,multiple  causes,established,power failure
4541,causes,contributed,power grid
4542,single  element,means_synergetic,global  behavior
4543,meaning,captured_by,mathematician Alan Turing
4544,Global  order,arise_from_local,local  interactions
4545,self organization,proposed_for,computing sensor networks
4546,attributes,summarized_in,complex self Table
4547,Nonlinearity,used,countless  manifestations
